Name,Year,Duration,Rating,Votes,Description,language
Ee Nagaraniki Emaindi,2018,2h 2m,8.0,4.1K,"The story is based on four childhood friends who go on a trip to Goa. Each have their own dream careers, and collaborate to make a short film.",Telgu
Sammohanam,2018,2h 17m,7.5,2K,"A cartoonist, who detests films and movie stars, finds himself in an awkward situation when he falls in love with a film actress.",Telgu
Jamba Lakidi Pamba,2018,2h 21m,6.0,863,"This is the story of a man and woman who were joined together by destiny and how they were thrown into the brink of divorce due some unexpected twists and turns. The film will be a complete entertainer with lots of drama, comedy and some elements of fantasy.",Telgu
Naa Nuvve,2018,2h 5m,4.4,196,"Meera (played by Tamannaah Bhatia), a happy-go-lucky radio jockey falls in love with Varun (played by Kalyan Ram Nandamuri) who exudes confidence but is nothing like Meera. How far will the two go for the sake of their love?",Telgu
Officer,2018,2h 2m,3.2,423,"An honest officer fights to bring down a corrupt and dangerous cop, and attempts to bring down the entire Mumbai mafia with him.",Telgu
Raju Gadu,2018,2h 10m,5.3,169,"Raj Tharun has a serious problem; he is a kleptomaniac. He can't stop himself from stealing small things. Even when he falls in love with the beautiful Amyra Dastur, he couldn't restrain himself from stealing. That creates a huge problem for his love life as Amyra's father hates criminals. Will Raj finally be able to get rid his kleptomania and win Amyra over?",Telgu
Nela Ticket,2018,2h,4.3,854,A carefree young man is forced to grow up fast after he incurs the wrath of a corrupt politician.,Telgu
Ammammagarillu,2018,2h 36m,5.3,203,"A family entertainer, the story of Ammammagarillu revolves around a young guy (played by Naga Shaurya) who shares a close bond with his grandmother (played by Sumitra). It depicts the incidents that occur and the various circumstances he faces as while visiting his grandmother's village.",Telgu
Mehbooba,2018,2h 32m,4.7,347,Mehbooba movie is a romantic love story in the backdrop of 1971 Indo-Pak war.,Telgu
Mahanati,2018,2h 57m,8.4,14K,"Biography of Savitri, an actress from South India movie industry, who ruled the industry for two decades during 50s and 60s.",Telgu
Naa Peru Surya Naa Illu India,2018,2h 43m,6.7,8K,"Following two violent incidents at a club and a police station, a short tempered soldier is challenged to give up anger if he wants to fulfill his dream of serving at the borders.",Telgu
Achari America Yathra,2018,2h 15m,4.9,698,"Achari tricks his Guru into taking a group trip to the US to pursue his dream girl, whom he met in India.",Telgu
Bharath Ane Nenu,2018,2h 53m,7.5,18K,"Bharat, a young graduate who becomes the C.M of Andhra Pradesh (pre-div) after his father's demise without any political knowledge, faces challenges in the process of reforming the society.",Telgu
Krishnarjuna Yudham,2018,2h 36m,5.8,1.5K,A pair of look-a-likes hatch a plan to win over the women they love.,Telgu
Chal Mohan Ranga,2018,2h 28m,5.9,1.3K,"Mohan Ranga falls in love with Megha Subramanyam, an NRI residing in the United States. Before she can reciprocate his love, circumstances make them fall apart. But destiny has other plans.",Telgu
Rangasthalam,2018,2h 50m,8.2,27K,Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.,Telgu
MLA,2018,2h 10m,5.3,364,An intelligent youngster is faced with a situation to win in the state legislative assembly elections in order to win the approval of his father-in-law.,Telgu
Needi Naadi Oke Katha,2018,2h 1m,7.7,772,"A middle-class youth raises his voice against the traditional, standardized system of education that does not take into account each student's skill and nor make them think.",Telgu
Kirrak Party,2018,2h 45m,5.7,572,"Krishna a first year student meets Meera a second year student and daughter of a police officer. Everyone in the campus likes Meera and even Krishna's friend. But Meera gets close to Krishna and they both become good friends. Meera is a writer of a book about sex worker's life and she knows the sex worker personally. The sex worker is pregnant and one day she gets labour pain. Meera along with Krishna takes her to the hospital. The sex worker bears a baby girl and keeps the baby's name as Meera. Krishna holds the baby and gets emotional. Meera always saw Krishna as a fun, loving and cheerful guy. Seeing Krishna as innocent and emotional Meera suggests Krishna to discover his second half.",Telgu
Ye Mantram Vesave,2018,2h 3m,3.7,1.9K,"A youngster, who is obsessed with gadgets, plays a game to pick up women. However, as the game progresses, things go awry when a woman's life is in danger.",Telgu
Manasuku Nachindhi,2018,2h 28m,5.3,144,"Nithya (Amyra Dastur) and Suraj (Sundeep Kishen) are best friends who live together in Goa. While Nithya loves nature and finds solace in it, Suraj is an aimless youth, who likes to party. Suraj falls for Nikki (Tridha Chaudhary), while Nithya meets Abhay (Adith Arun). But as Nithya and Suraj continue living together, there seems to be a connection they can't ignore.",Telgu
Inttelligent,2018,2h 10m,3.3,399,"Teja, a software engineer's plans to take down corruption are inspired by real-life incidents that took place in 2014 at Kukapally, Hyderabad.",Telgu
Gayatri,2018,2h 5m,5.2,817,"Sivaji, a stage artist, finds whereabouts of his daughter who disappeared two decades ago and finds out that the kidnapper, Gayatri Patel, is an exact lookalike of him.",Telgu
Awe!,2018,2h 30m,7.6,5.8K,Unusual (multiple) people tend to meet at a Restaurant and their life-changing moments take place in order to know about a single person.,Telgu
Chalo,2018,2h 25m,6.2,1.4K,"Hari (Naga Shaurya)'s fascination is fights and disputes. He is always involved in one or the other fight just for the sake of it. In an interesting scenario, Hari is sent to a village called Tiruppuram where Telugu people, headed by Keshava (Achyuth Kumar) and Tamil people, led by Veera Muththu (Mime Gopi) fight with each other. Hari initially shows interest in the fights, but later he falls for Muththu's daughter Karthika (Rashmika Mandanna). Hari, then realizes that his marriage with Karthika will land in an obstacle and decides to know about the fight that happened between the two groups. What happens then? Forms the story of the movie.",Telgu
Tholiprema,2018,2h 17m,7.2,3.4K,A love story that weathers time and emotions. Aditya sees Varsha and it is love at first sight for him. What transpires over the next 7 years is what makes their love stronger.,Telgu
Touch Chesi Chudu,2018,2h 27m,4.7,1.1K,A peaceful man completely devoted to his family finds his violent past resurfacing.,Telgu
Bhaagamathie,2018,2h 18m,7.0,3.3K,"IAS officer Chanchala Reddy is imprisoned in a haunted house, while she is interrogated by law enforcers investigating a politician they suspect of corruption.",Telgu
Rangula Raatnam,2018,2h 17m,5.8,127,"Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, some twists arise and how Vishnu manages to solve all the problems forms the rest of the story.",Telgu
Jai Simha,2018,2h 39m,4.7,932,A rowdy mechanic with a golden-heart turns into a body guard to save a family from goons.,Telgu
Agnathavasi,2018,2h 38m,4.3,3.5K,"An exiled heir to billionaire, returns after his father was murdered, as a regular employee to find out the killers and make things right in his company.",Telgu
Venkatapuram,2017,1h 43m,5.3,150,A police investigator delves into the mystery surrounding the murder of a young college girl.,Telgu
Okka Kshanam,2017,2h 30m,6.9,1K,"Jeeva (Allu Sirish) leads a happy life with his lover turned life partner Surabhi, until he gets to know his neighbor and their life. The couple witnesses bizarre coincidences and similarities between situations happening in their neighboring couple's (Avasarala Srinivas - Seerat Kapoor) life and their own lives. As they get to see an unfortunate incident in Avasarala Srinivas family, now, going by the parallel lives theory, is what the thrilling Okka Kshanam is all about.",Telgu
Hello!,2017,2h 11m,7.3,2.8K,"Avinash (Akhil Akkineni) in his childhood meets a girl (Kalyani Priyadarshan as Junnu) and believes that she is his soulmate, and patiently waits to come across her even after growing into an adult. Will they meet again?",Telgu
MCA Middle Class Abbayi,2017,2h 24m,6.0,2.9K,"A youngster tries to protect his sister-in-law, a transport official, from a dreaded goon who runs an illegal road transport business.",Telgu
Malli Raava,2017,2h 9m,7.8,1.5K,"The love story of Karthik and Anjali, whose paths cross at three different phases of their lives.",Telgu
Jawaan,2017,2h 14m,4.6,716,The planned robbery of a missile pits childhood friends against each other.,Telgu
Oxygen,2017,2h 36m,5.5,362,"Krishna arrives in India to get married to Shruti, but when Krishna saves her father from an attack, it is revealed he has a hidden agenda.",Telgu
Kali,2017,1h 53m,7.0,211,Siddharth often has problems with his wife Anjali owing to his short temper. Things take an unexpected turn when they get involved with a gangster.,Telgu
Napoleon,2017,1h 59m,6.6,136,The curious case of a missing shadow. Napoleon (Anand Ravi) visits a police station and lodges a complaint that his shadow is missing. This unique case becomes the talk of the town. Napolean also reveals that god has come into his dream and gives him a clue that a certain accident is actually a murder.,Telgu
Mental Madhilo,2017,2h 22m,7.5,896,"An indecisive guy who has been rejected by several women, finds himself in a spot when he has to choose between two women.",Telgu
Snehamera Jeevitham,2017,2h 2m,8.3,103,It's about friendship between two friends and how their life changes when a new girl comes into their life and how their friendship will be impacted upon her arrival where a tiny misunderstanding leads to a war between two close friends.,Telgu
Balakrishnudu,2017,2h 10m,4.4,101,"A local toughie is hired as a bodyguard to protect a girl from the rivals of her family and becomes a natural target for her enemies. In the process, he ends up falling in love with her.",Telgu
Okkadu Migiladu,2017,2h 21m,5.8,754,Based on events during Srilankan civil war and Tamil refugees who were lost in sea without food and water for 10 days on their way to India.,Telgu
PSV Garuda Vega,2017,2h 30m,7.6,1.3K,"A hacker tries to sell sensitive data related to a scam and an NIA officer accidentally gets involved, saving him from getting killed.",Telgu
Raja the Great,2017,2h 29m,6.3,2.2K,"Raja, a blind but intelligent man is assigned to protect a police officer's daughter from a goon who wants to kill her.",Telgu
Abbai Class Ammai Mass,2017,1h 57m,5.3,902,"Rudra, a mentalist and a medium, helps track down a ghost that is haunting a resort.",Telgu
